  0.000000   -1.91364770223963   -2.87627118213329    0.00000000000000  
  0.010000   -1.91334038485531   -2.87556332563409   -0.02744867281002  
  0.020000   -1.91241899652853   -2.87344098929607   -0.05487618104378  
  0.030000   -1.91088522667624   -2.86990786877326   -0.08226137269508  
  0.040000   -1.90874188413190   -2.86497011075628   -0.10958312110395  
  0.050000   -1.90599288689042   -2.85863629392883   -0.13682033814237  
  0.060000   -1.90264324782543   -2.85091740241816   -0.16395198800703  
  0.070000   -1.89869905645233   -2.84182679184988   -0.19095710180845  
  0.080000   -1.89416745683102   -2.83138014814849   -0.21781479313477  
  0.090000   -1.88905662172198   -2.81959543925479   -0.24450427475444  
  0.100000   -1.88337572312804   -2.80649285996035   -0.27100487660668  
  0.110000   -1.87713489937250   -2.79209477008764   -0.29729606520977  
  0.120000   -1.87034521888125   -2.77642562627097   -0.32335746459732  
  0.130000   -1.86301864085293   -2.75951190761964   -0.34916887887025  
  0.140000   -1.85516797301580   -2.74138203556849   -0.37471031642890  
  0.150000   -1.84680682668401   -2.72206628824448   -0.39996201592427  
  0.160000   -1.83794956933822   -2.70159670969856   -0.42490447394175  
  0.170000   -1.82861127496674   -2.68000701437217   -0.44951847440345  
  0.180000   -1.81880767241262   -2.65733248718513   -0.47378511964823  
  0.190000   -1.80855509198061   -2.63360987964764   -0.49768586312089  
  0.200000   -1.79787041056429   -2.60887730241298   -0.52120254357461  
  0.210000   -1.78677099555841   -2.58317411469960   -0.54431742066369  
  0.220000   -1.77527464782540   -2.55654081102078   -0.56701321177762  
  0.230000   -1.76339954398622   -2.52901890566821   -0.58927312994196  
  0.240000   -1.75116417830640   -2.50065081540126   -0.61108092258773  
  0.250000   -1.73858730444636   -2.47147974079720   -0.63242091096874  
  0.260000   -1.72568787734236   -2.44154954671915   -0.65327802998558  
  0.270000   -1.71248499547988   -2.41090464235764   -0.67363786815643  
  0.280000   -1.69899784381529   -2.37958986129900   -0.69348670745923  
  0.290000   -1.68524563759420   -2.34765034206861   -0.71281156275516  
  0.300000   -1.67124756730621   -2.31513140959017   -0.73160022049347  
  0.310000   -1.65702274500572   -2.28207845799335   -0.74984127638852  
  0.320000   -1.64259015221720   -2.24853683519100   -0.76752417175547  
  0.330000   -1.62796858963077   -2.21455172963455   -0.78463922818837  
  0.340000   -1.61317662878084   -2.18016805964169   -0.80117768026576  
  0.350000   -1.59823256588594   -2.14543036567414   -0.81713170597258  
  0.360000   -1.58315437801279   -2.11038270592568   -0.83249445453482  
  0.370000   -1.56795968171177   -2.07506855556120   -0.84726007137364  
  0.380000   -1.55266569425451   -2.03953070992704   -0.86142371989886  
  0.390000   -1.53728919758729   -2.00381119203089   -0.87498159987868  
  0.400000   -1.52184650509661   -1.96795116456670   -0.88793096214135  
  0.410000   -1.50635343126575   -1.93199084673582   -0.90027011938676  
  0.420000   -1.49082526428336   -1.89596943609101   -0.91199845291049  
  0.430000   -1.47527674164761   -1.85992503560422   -0.92311641506959  
  0.440000   -1.45972202879152   -1.82389458613285   -0.93362552734867  
  0.450000   -1.44417470073793   -1.78791380443290   -0.94352837391547  
  0.460000   -1.42864772677557   -1.75201712684000   -0.95282859058780  
  0.470000   -1.41315345813086   -1.71623765871287   -0.96153084916731  
  0.480000   -1.39770361859433   -1.68060712970618   -0.96964083713073  
  0.490000   -1.38230929804477   -1.64515585491303   -0.97716523270418  
  0.500000   -1.36698094880000   -1.60991270189070   -0.98411167538269  
  0.510000   -1.35172838470882   -1.57490506355671   -0.99048873199240  
  0.520000   -1.33656078288612   -1.54015883691664   -0.99630585842910  
  0.530000   -1.32148668798092   -1.50569840756009   -1.00157335724145  
  0.540000   -1.30651401885612   -1.47154663983654   -1.00630233126163  
  0.550000   -1.29165007754901   -1.43772487259963   -1.01050463351880  
  0.560000   -1.27690156037265   -1.40425292038566   -1.01419281370235  
  0.570000   -1.26227457101059   -1.37114907987092   -1.01738006147115  
  0.580000   -1.24777463545106   -1.33843014143204   -1.02008014693234  
  0.590000   -1.23340671860142   -1.30611140561466   -1.02230735863848  
  0.600000   -1.21917524241962   -1.27420670429827   -1.02407643947346  
  0.610000   -1.20508410539655   -1.24272842632844   -1.02540252081774  
  0.620000   -1.19113670322151   -1.21168754737359   -1.02630105539924  
  0.630000   -1.17733595046250   -1.18109366374963   -1.02678774924967  
  0.640000   -1.16368430309373   -1.15095502994457   -1.02687849319562  
  0.650000   -1.15018378170442   -1.12127859956507   -1.02658929432009  
  0.660000   -1.13683599522581   -1.09207006941851   -1.02593620783294  
  0.670000   -1.12364216501719   -1.06333392643732   -1.02493526978761  
  0.680000   -1.11060314915636   -1.03507349714741   -1.02360243107723  
  0.690000   -1.09771946678586   -1.00729099937879   -1.02195349313498  
  0.700000   -1.08499132237259   -0.97998759591476   -1.02000404575199  
  0.710000   -1.07241862974579   -0.95316344977588   -1.01776940741102  
  0.720000   -1.06000103578633   -0.92681778083594   -1.01526456851574  
  0.730000   -1.04773794364873   -0.90094892347023   -1.01250413787376  
  0.740000   -1.03562853540628   -0.87555438494072   -1.00950229276710  
  0.750000   -1.02367179401951   -0.85063090422813   -1.00627273291620  
  0.760000   -1.01186652453735   -0.82617451102849   -1.00282863861380  
  0.770000   -1.00021137445135   -0.80218058463963   -0.99918263327251  
  0.780000   -0.98870485313260   -0.77864391247300   -0.99534675059564  
  0.790000   -0.97734535029218   -0.75555874793668   -0.99133240654487  
  0.800000   -0.96613115341575   -0.73291886744725   -0.98715037624052  
  0.810000   -0.95506046413331   -0.71071762634103   -0.98281077589189  
