  0.000000    0.58823948048511    1.15973432222425   -0.46271614320475   -1.17695085670884    0.00000000000000    0.00000000000000    0.00000000000000    0.00000000000000    0.00000000000000    0.00000000000000    0.00000000000000  
  0.010000    0.58822389645483    1.15985626410278   -0.46290875243936   -1.17632465873963    0.02161664548384   -0.00282624015755   -0.00033750133200   -0.00032044358063    0.00000299197196   -0.00001998431244   -0.00000097293353  
  0.020000    0.58817732704266    1.16022158567378   -0.46348566787346   -1.17444737963008    0.04322315530551   -0.00567925287137   -0.00134795784622   -0.00127786438647    0.00002392807135   -0.00015962549993   -0.00001554202920  
  0.030000    0.58810031867525    1.16082877702176   -0.46444415779663   -1.17132295858987    0.06480940055088   -0.00858558092400   -0.00302524459982   -0.00286056902375    0.00008071391794   -0.00053733816796   -0.00007847174720  
  0.040000    0.58799377671236    1.16167532920041   -0.46577968631814   -1.16695794372007    0.08636526579896   -0.01157130944653   -0.00535921153614   -0.00504918954653    0.00019117818047   -0.00126906508700   -0.00024708379247  
  0.050000    0.58785895746613    1.16275774555133   -0.46748593868222   -1.16136146625718    0.10788065586134   -0.01466184181650   -0.00833577019678   -0.00781686384349    0.00037303426206   -0.00246707290443   -0.00060033673602  
  0.060000    0.58769745711996    1.16407155744952   -0.46955485646111   -1.15454520474693    0.12934550251283   -0.01788168117888   -0.01193701400381   -0.01112948583343    0.00064384217896   -0.00423878544711   -0.00123755381441  
  0.070000    0.58751119763842    1.16561134437594   -0.47197668237978   -1.14652333937788    0.15074977121058   -0.02125421938893   -0.01614137101042   -0.01494602315002    0.00102097069734   -0.00668566654096   -0.00227681500640  
  0.080000    0.58730240978365    1.16737075819003   -0.47474001445945   -1.13731249676737    0.17208346779863   -0.02480153511238   -0.02092378772061   -0.01921889937144    0.00152155979315   -0.00990216376435   -0.00385303375945  
  0.090000    0.58707361337820    1.16934255144902   -0.47783186910222   -1.12693168555252    0.19333664519484   -0.02854420273966   -0.02625594229562   -0.02389443725317    0.00216248350048   -0.01397472392539   -0.00611574277249  
  0.100000    0.58682759497621    1.17151860959581   -0.48123775267798   -1.11540222319658    0.21449941005728   -0.03250111367820   -0.03210648519608   -0.02891335885842    0.00296031321399   -0.01898089031481   -0.00922661698840  
  0.110000    0.58656738312654    1.17388998681331   -0.48494174111606   -1.10274765447497    0.23556192942691   -0.03668931148069   -0.03844130505969   -0.03421133795558    0.00393128151157   -0.02498849094549   -0.01335676536450  
  0.120000    0.58629622143090    1.17644694532116   -0.48892656695052   -1.08899366215581    0.25651443734332   -0.04112384214898   -0.04522381738528   -0.03971959957042    0.00509124656352   -0.03205492605320   -0.01868382603316  
  0.130000    0.58601753961810    1.17917899787008   -0.49317371321744   -1.07416797043635    0.27734724143047   -0.04581762082320   -0.05241527338804   -0.04536556114736    0.00645565719525   -0.04022656211288   -0.02538890209897  
  0.140000    0.58573492287186    1.18207495317052   -0.49766351355761   -1.05830024173861    0.29805072944893   -0.05078131592574   -0.05997508620925   -0.05107350939325    0.00803951867043   -0.04953823852892   -0.03365337751466  
  0.150000    0.58545207966362    1.18512296397574   -0.50237525783784   -1.04142196750469    0.31861537581143   -0.05602325168095   -0.06786117150937   -0.05676530655110    0.00985735926212   -0.06001289200004   -0.04365565420593  
  0.160000    0.58517280835393    1.18831057752467   -0.50728730256898   -1.02356635366462    0.33903174805806   -0.06154932977439   -0.07603029934599   -0.06236111958496    0.01192319767942   -0.07166130234945   -0.05556785285673  
  0.170000    0.58490096283615    1.19162478803782   -0.51237718536967   -1.00476820147647    0.35929051328766   -0.06736297075305   -0.08443845414065   -0.06778016555150    0.01425051141748   -0.08448196236310   -0.06955252050378  
  0.180000    0.58464041750351    1.19505209094904   -0.51762174270109   -0.98506378446003    0.37938244454170   -0.07346507559970   -0.09304119947013   -0.07294146629135    0.01685220609848   -0.09846107290456   -0.08575938831361  
  0.190000    0.58439503182617    1.19857853854881   -0.52299723008077   -0.96449072216118    0.39929842713682   -0.07985400774383   -0.10179404438076   -0.07776460549547    0.01974058587123   -0.11357266328869   -0.10432222262250  
  0.200000    0.58416861482764    1.20218979670883   -0.52847944397162   -0.94308785149436    0.41902946494225   -0.08652559559858   -0.11065280791756   -0.08217048118858    0.02292732493675   -0.12977883561021   -0.12535581151148  
  0.210000    0.58396488975080    1.20587120235514   -0.53404384453750   -0.92089509641501    0.43856668659796   -0.09347315553967   -0.11957397858425   -0.08608204672390    0.02642344026640   -0.14703013045106   -0.14895312787331  
  0.220000    0.58378745920152    1.20960782135654   -0.53966567845701   -0.89795333667261    0.45790135166948   -0.10068753507025   -0.12851506550509   -0.08942503349981    0.03023926557900   -0.16526601014567   -0.17518270811909  
  0.230000    0.58363977105404    1.21338450649691   -0.54532010099463   -0.87430427638782    0.47702485673514   -0.10815717574651   -0.13743493814453   -0.09212864878898    0.03438442664182   -0.18441545457761   -0.20408628338880  
  0.240000    0.58352508539555    1.21718595520440   -0.55098229654083   -0.84999031318495    0.49592874140134   -0.11586819527303   -0.14629415155448   -0.09412624231167    0.03886781795966   -0.20439766332828   -0.23567669739775  
  0.250000    0.58344644277857    1.22099676671741   -0.55662759685231   -0.82505440859255    0.51460469424127   -0.12380448801774   -0.15505525426121   -0.09535593548520    0.04369758091456   -0.22512285690945   -0.26993614189895  
  0.260000    0.58340663403895    1.22480149837575   -0.56223159624744   -0.79953996040205    0.53304455865252   -0.13194784304347   -0.16368307607273   -0.09576120763839    0.04888108341701   -0.24649316879750   -0.30681473720527  
