0	9.503698220289183e-05
1	9.12050365574817e-05
2	8.834632338448402e-05
3	8.620741319833997e-05
4	8.460105574741055e-05
5	8.333478165735604e-05
6	8.226241545167093e-05
7	8.132703556921641e-05
8	8.050733347027215e-05
9	7.979015606368e-05
10	7.916570986680697e-05
11	7.86261035337605e-05
12	7.81641077730264e-05
13	7.77724617317515e-05
14	7.744375609192698e-05
15	7.717055889438739e-05
16	7.69454630223553e-05
17	7.676104411541537e-05
18	7.660990340511573e-05
19	7.64848668222302e-05
20	7.637928255911144e-05
21	7.628733125773386e-05
22	7.620426872737606e-05
23	7.612654757096406e-05
24	7.605180052068402e-05
25	7.597869592202778e-05
26	7.590670659695791e-05
27	7.583585231087672e-05
28	7.576646489380777e-05
29	7.569899813933219e-05
30	7.563388038832062e-05
31	7.557139793668427e-05
32	7.551160460443469e-05
33	7.545426478507103e-05
34	7.539883988187756e-05
35	7.534451917156991e-05
36	7.529028469176123e-05
37	7.523499512648174e-05
38	7.517747562795262e-05
39	7.511660385101768e-05
40	7.505138519952343e-05
41	7.498101263861077e-05
42	7.490490847616204e-05
43	7.48227475405044e-05
44	7.473446301420465e-05
45	7.464023713377399e-05
46	7.454047891922615e-05
47	7.443579132748393e-05
48	7.432693169421126e-05
49	7.421477143552244e-05
50	7.410026177718631e-05
51	7.39844102032336e-05
52	7.38682673054685e-05
53	7.375291757698516e-05
54	7.36394635985958e-05
55	7.352899372465598e-05
56	7.342252893771518e-05
57	7.33209522462269e-05
58	7.322493054209518e-05
59	7.313484202827466e-05
60	7.305072168682509e-05
61	7.297223347582744e-05
62	7.289867215918132e-05
63	7.282899117807066e-05
64	7.276184720774111e-05
65	7.269564873827146e-05
66	7.262859638506374e-05
67	7.255870666546023e-05
68	7.248381744931634e-05
69	7.240158070672221e-05
70	7.230945533988886e-05
71	7.220471873243712e-05
72	7.208451867736691e-05
73	7.194598537035541e-05
74	7.178641496587174e-05
75	7.160352305363595e-05
76	7.139575149650877e-05
77	7.11625976080879e-05
78	7.090491966966021e-05
79	7.062515714505082e-05
80	7.032739431334075e-05
81	7.001720555857569e-05
82	6.970125930200648e-05
83	6.938672084535382e-05
84	6.908055929926925e-05
85	6.87888991695586e-05
86	6.851654362736686e-05
87	6.82667402334002e-05
88	6.804118843820847e-05
89	6.784023189170534e-05
90	6.76631537842582e-05
91	6.750849853268367e-05
92	6.737436552161231e-05
93	6.725864667159787e-05
94	6.715920053788275e-05
95	6.707396847386886e-05
96	6.700104407593765e-05
97	6.69387080821467e-05
98	6.688543944189586e-05
99	6.683991101481495e-05
100	6.680097614761859e-05
101	6.67676505634609e-05
102	6.673909259808663e-05
103	6.671458378386942e-05
104	6.669351101211704e-05
105	6.667535089707966e-05
106	6.665965652548805e-05
107	6.664604646454909e-05
108	6.663419571419833e-05
109	6.662382821341918e-05
110	6.661471051009841e-05
111	6.660664627440318e-05
112	6.659947141380173e-05
113	6.659304965318334e-05
114	6.658726851776428e-05
115	6.6582035705203e-05
116	6.657727586393097e-05
117	6.657292777790207e-05
118	6.656894193766323e-05
119	6.656527846581579e-05
120	6.656190533151932e-05
121	6.655879680795487e-05
122	6.65559321193214e-05
123	6.655329426305855e-05
124	6.655086899209937e-05
125	6.654864396904371e-05
126	6.654660809857048e-05
127	6.654475102697033e-05
128	6.654306280879797e-05
129	6.654153369059378e-05
130	6.654015399781935e-05
131	6.653891408690676e-05
132	6.653780433620813e-05
133	6.653681516170596e-05
134	6.653593705148634e-05
135	6.65351606188266e-05
136	6.653447666974873e-05
137	6.653387628946884e-05
138	6.65333509391659e-05
139	6.653289255233703e-05
140	6.653249362408988e-05
141	6.653214727234003e-05
142	6.653184727326427e-05
143	6.653158806197183e-05
144	6.653136470207291e-05
145	6.653117282924339e-05
146	6.653100858502992e-05
147	6.653086853969312e-05
148	6.653074962332099e-05
149	6.653064906268611e-05
150	6.653056432823158e-05
151	6.65304930994889e-05
152	6.653043323926476e-05
153	6.65303827793136e-05
154	6.653033991733111e-05
155	6.653030301905467e-05
156	6.653027062339053e-05
157	6.653024144874473e-05
158	6.653021440046684e-05
159	6.65301885714566e-05
160	6.653016324126189e-05
161	6.65301378703259e-05
162	6.653011208836957e-05
163	6.653008567980936e-05
164	6.653005856656054e-05
165	6.653003078418885e-05
166	6.653000246294271e-05
167	6.652997380298263e-05
168	6.652994505330163e-05
169	6.652991649059198e-05
170	6.652988840130151e-05
171	6.652986106639348e-05
172	6.65298347478569e-05
173	6.652980968094283e-05
174	6.652978606608188e-05
175	6.652976406521012e-05
176	6.652974379919804e-05
177	6.652972534794811e-05
178	6.652970874930054e-05
179	6.652969400285891e-05
180	6.65296810715336e-05
181	6.652966988715939e-05
182	6.652966035381187e-05
183	6.652965235424205e-05
184	6.652964575455465e-05
185	6.652964041091382e-05
186	6.652963617418217e-05
187	6.652963289337688e-05
188	6.652963042160554e-05
189	6.652962861819467e-05
190	6.65296273514609e-05
191	6.652962650120288e-05
192	6.652962595986562e-05
193	6.652962563331765e-05
194	6.652962544278971e-05
195	6.652962532124906e-05
196	6.65296252173642e-05
197	6.652962509080963e-05
198	6.6529624912444e-05
199	6.652962466365366e-05
200	6.652962433404442e-05
201	6.652962391976013e-05
202	6.652962342348928e-05
203	6.652962285186856e-05
204	6.652962221507043e-05
205	6.652962152559625e-05
206	6.652962079746019e-05
207	6.652962004480302e-05
208	6.652961928153922e-05
209	6.652961852167889e-05
210	6.652961777630286e-05
211	6.652961705645225e-05
212	6.652961637065722e-05
213	6.652961572585214e-05
214	6.652961512726415e-05
215	6.652961457833095e-05
216	6.652961408013246e-05
217	6.65296136333984e-05
218	6.652961323623302e-05
219	6.652961288683152e-05
220	6.652961258148148e-05
221	6.652961231649456e-05
222	6.65296120881619e-05
223	6.652961189125548e-05
224	6.652961172171484e-05
225	6.652961157553345e-05
